chr6	+	    transcript_id       "STRG.7676.2   "  
	+	standard_name=p4|p1|p3@HSD17B8
chr16	-	    transcript_id       "STRG.16993.3   "  
	-	standard_name=p4|p2|p1@CLCN7
chr1	-	    transcript_id       "STRG.856.1   "  
	-	standard_name=p2|p3|p1@LRRIQ3
chr4	-	    transcript_id       "STRG.5752.3   "  
	-	standard_name=p4|p1@SLC9B2
chrX	-	    transcript_id       "STRG.23099.1   "  
	-	standard_name=p10|p8|p3|p4|p6|p11|p1|p2@MORC4
chrX	-	    transcript_id       "STRG.23099.3   "  
	-	standard_name=p10|p8|p3|p4|p6|p11|p1|p2@MORC4
chrX	-	    transcript_id       "STRG.23099.2   "  
	-	standard_name=p10|p8|p3|p4|p6|p11|p1|p2@MORC4
chr19	-	    transcript_id       "STRG.20002.1   "  
	-	standard_name=p3|p1@ZNF414
chr3	+	    transcript_id       "STRG.4264.4   "  
	+	standard_name=p6|p2|p3|p9@NDUFAF3
chr3	+	    transcript_id       "STRG.4264.1   "  
	+	standard_name=p6|p2|p3|p9@NDUFAF3
chr12	-	    transcript_id       "STRG.14054.5   "  
	-	standard_name=p1|p2@KRAS
chr5	+	    transcript_id       "STRG.6882.1   "  
	+	standard_name=p1@HARS2
chr8	-	    transcript_id       "STRG.9871.1   "  
	-	standard_name=p1|p2@DUSP4
chrX	+	    transcript_id       "STRG.23307.1   "  
	+	standard_name=p1@MTM1
chr4	-	    transcript_id       "STRG.5793.1   "  
	-	standard_name=p1|p3@ZGRF1
chr17	+	    transcript_id       "STRG.19269.1   "  
	+	standard_name=p3|p1@SEC14L1
chr11	+	    transcript_id       "STRG.13322.3   "  
	+	standard_name=p1@NDUFV1
chr7	-	    transcript_id       "STRG.9632.2   "  
	-	standard_name=p1@LOC100506302
chr7	+	    transcript_id       "STRG.8929.3   "  
	+	standard_name=p2|p1@STAG3L4
chr7	-	    transcript_id       "STRG.9139.4   "  
	-	standard_name=p1|p2@ASNS
chr22	+	    transcript_id       "STRG.22003.1   "  
	+	standard_name=p2|p1@DGCR6
chr1	-	    transcript_id       "STRG.1687.7   "  
	-	standard_name=p2|p4|p1@RFWD2
chr3	-	    transcript_id       "STRG.4799.1   "  
	-	standard_name=p3|p1|p2@NMNAT3
chr19	-	    transcript_id       "STRG.19786.2   "  
	-	standard_name=p1|p2@MED16
chr19	-	    transcript_id       "STRG.19786.1   "  
	-	standard_name=p1|p2@MED16
chr20	-	    transcript_id       "STRG.21212.1   "  
	-	standard_name=p1|p2@VSX1
chr7	+	    transcript_id       "STRG.9627.1   "  
	+	standard_name=p1@PAXIP1-AS2
chrX	+	    transcript_id       "STRG.22633.7   "  
	+	standard_name=p3|p27@MSL3
chr17	-	    transcript_id       "STRG.18649.3   "  
	-	standard_name=p1@MED24
chr17	-	    transcript_id       "STRG.19432.3   "  
	-	standard_name=p1@B3GNTL1
chr6	-	    transcript_id       "STRG.8413.5   "  
	-	standard_name=p5|p1@WDR27
chr6	-	    transcript_id       "STRG.8413.3   "  
	-	standard_name=p5|p1@WDR27
chr6	-	    transcript_id       "STRG.8413.4   "  
	-	standard_name=p5|p1@WDR27
chr6	-	    transcript_id       "STRG.8413.1   "  
	-	standard_name=p5|p1@WDR27
chr6	-	    transcript_id       "STRG.8413.6   "  
	-	standard_name=p5|p1@WDR27
chr5	+	    transcript_id       "STRG.6238.1   "  
	+	standard_name=p6@NPR3
chr6	+	    transcript_id       "STRG.8210.5   "  
	+	standard_name=p2|p1@EYA4
chr2	-	    transcript_id       "STRG.2981.2   "  
	-	standard_name=p1@COA5
chr10	+	    transcript_id       "STRG.12588.5   "  
	+	standard_name=hg_107701.1%3Bhg_107702.1
chr1	+	    transcript_id       "STRG.1765.1   "  
	+	standard_name=p3|p2|p1@C1orf27
chr1	+	    transcript_id       "STRG.1765.3   "  
	+	standard_name=p3|p2|p1@C1orf27
chr5	-	    transcript_id       "STRG.7131.1   "  
	-	standard_name=p7@SNCB
chr8	-	    transcript_id       "STRG.10460.2   "  
	-	standard_name=p1|p2@EEF1D
chr8	-	    transcript_id       "STRG.10460.1   "  
	-	standard_name=p1|p2@EEF1D
chr19	+	    transcript_id       "STRG.20091.1   "  
	+	standard_name=p1@MAST1
chr9	+	    transcript_id       "STRG.11439.3   "  
	+	standard_name=p1|p6@NUP214
chr5	-	    transcript_id       "STRG.7076.1   "  
	-	standard_name=p1|p2|p11@STK10
chr20	+	    transcript_id       "STRG.21417.2   "  
	+	standard_name=p1|p2@TTPAL
chr19	+	    transcript_id       "STRG.20365.1   "  
	+	standard_name=p3|p2|p1@ARHGAP33
chr17	-	    transcript_id       "STRG.18829.2   "  
	-	standard_name=p1@MAP3K14
chr7	-	    transcript_id       "STRG.8459.1   "  
	-	standard_name=p1@FTSJ2
chr7	-	    transcript_id       "STRG.8459.4   "  
	-	standard_name=p1@FTSJ2
chr7	-	    transcript_id       "STRG.8459.3   "  
	-	standard_name=p1@FTSJ2
chr12	+	    transcript_id       "STRG.13927.4   "  
	+	standard_name=p2|p4|p13@PHC1
chr22	-	    transcript_id       "STRG.22587.8   "  
	-	standard_name=p1@ARSA
chr22	-	    transcript_id       "STRG.22587.7   "  
	-	standard_name=p1@ARSA
chr17	-	    transcript_id       "STRG.18608.2   "  
	-	standard_name=p1|p3|p2@LOC440434
chr17	-	    transcript_id       "STRG.18608.3   "  
	-	standard_name=p1|p3|p2@LOC440434
chr17	-	    transcript_id       "STRG.18608.1   "  
	-	standard_name=p1|p3|p2@LOC440434
chr9	-	    transcript_id       "STRG.11146.3   "  
	-	standard_name=p3|p1@ANKS6
chr9	-	    transcript_id       "STRG.11146.2   "  
	-	standard_name=p3|p1@ANKS6
chr9	-	    transcript_id       "STRG.11122.1   "  
	-	standard_name=p1@ANKRD18CP
chr20	-	    transcript_id       "STRG.21080.6   "  
	-	standard_name=p1@PCED1A
chr20	-	    transcript_id       "STRG.21080.7   "  
	-	standard_name=p1@PCED1A
chr14	+	    transcript_id       "STRG.15901.6   "  
	+	standard_name=p2|p1@TTC8
chr14	+	    transcript_id       "STRG.15901.2   "  
	+	standard_name=p2|p1@TTC8
chr14	+	    transcript_id       "STRG.15901.5   "  
	+	standard_name=p2|p1@TTC8
chr16	+	    transcript_id       "STRG.17675.3   "  
	+	standard_name=p1@E2F4
chr19	-	    transcript_id       "STRG.19938.5   "  
	-	standard_name=p1|p2@DUS3L
chr4	-	    transcript_id       "STRG.6102.5   "  
	-	standard_name=p1@TRIML2
chr4	-	    transcript_id       "STRG.6102.6   "  
	-	standard_name=p1@TRIML2
chr17	+	    transcript_id       "STRG.18419.2   "  
	+	standard_name=hg_159968.1%3Bhg_159969.1
chr6	-	    transcript_id       "STRG.8012.2   "  
	-	standard_name=p2|p1@RNGTT
chr10	-	    transcript_id       "STRG.11664.3   "  
	-	standard_name=p3@NUDT5
chr17	+	    transcript_id       "STRG.19285.1   "  
	+	standard_name=p4|p3|p1@DNAH17-AS1
chr19	+	    transcript_id       "STRG.20970.3   "  
	+	standard_name=p1@ZNF274
chr7	+	    transcript_id       "STRG.9260.2   "  
	+	standard_name=p1@ORAI2
chr20	-	    transcript_id       "STRG.21477.2   "  
	-	standard_name=p1@ZNFX1
chr14	-	    transcript_id       "STRG.15849.3   "  
	-	standard_name=p1@NEK9
chr1	+	    transcript_id       "STRG.1105.1   "  
	+	standard_name=p3|p2|p1|p4@SLC16A1-AS1
chr15	-	    transcript_id       "STRG.16467.2   "  
	-	standard_name=p11|p5@ZNF280D
chr9	+	    transcript_id       "STRG.11084.1   "  
	+	standard_name=hg_97404.1
chr3	+	    transcript_id       "STRG.4178.1   "  
	+	standard_name=p1|p2@SNRK
chr22	-	    transcript_id       "STRG.22312.3   "  
	-	standard_name=p1|p3|p2@C1QTNF6
chr13	+	    transcript_id       "STRG.15021.3   "  
	+	standard_name=p4|p5|p1|p2|p3@USPL1
chr22	+	    transcript_id       "STRG.22580.3   "  
	+	standard_name=p1@RPL23AP82
chr22	+	    transcript_id       "STRG.22580.1   "  
	+	standard_name=p1@RPL23AP82
chr22	+	    transcript_id       "STRG.22580.2   "  
	+	standard_name=p1@RPL23AP82
chr3	-	    transcript_id       "STRG.4304.2   "  
	-	standard_name=p4|p1@HYAL2
chr22	+	    transcript_id       "STRG.22361.1   "  
	+	standard_name=p1@CBY1
chr12	-	    transcript_id       "STRG.14565.1   "  
	-	standard_name=p5|p6|p2|p1@TMCC3
chr9	-	    transcript_id       "STRG.11347.2   "  
	-	standard_name=p1@ST6GALNAC4
chr9	-	    transcript_id       "STRG.11347.14   "  
	-	standard_name=p1@ST6GALNAC4
chr9	-	    transcript_id       "STRG.11347.13   "  
	-	standard_name=p1@ST6GALNAC4
chr20	-	    transcript_id       "STRG.21161.2   "  
	-	standard_name=p5|p1@ESF1
chr17	-	    transcript_id       "STRG.19235.5   "  
	-	standard_name=p1@TRIM65
chr17	-	    transcript_id       "STRG.19235.8   "  
	-	standard_name=p1@TRIM65
chr17	-	    transcript_id       "STRG.19235.9   "  
	-	standard_name=p1@TRIM65
chr2	-	    transcript_id       "STRG.2734.2   "  
	-	standard_name=hg_29075.1
chr10	+	    transcript_id       "STRG.12344.4   "  
	+	standard_name=p2|p7|p4|p3|p1|p5|p6@ABCC2
chr15	+	    transcript_id       "STRG.16715.2   "  
	+	standard_name=p2@FAH
chr3	+	    transcript_id       "STRG.4838.1   "  
	+	standard_name=p2|p1@U2SURP
chr3	+	    transcript_id       "STRG.4838.3   "  
	+	standard_name=p2|p1@U2SURP
chr3	+	    transcript_id       "STRG.4838.2   "  
	+	standard_name=p2|p1@U2SURP
chrX	+	    transcript_id       "STRG.22819.9   "  
	+	standard_name=p2|p1@PQBP1
chrX	+	    transcript_id       "STRG.22819.8   "  
	+	standard_name=p2|p1@PQBP1
chr11	+	    transcript_id       "STRG.12718.6   "  
	+	standard_name=p1@TSSC4
chr1	-	    transcript_id       "STRG.451.1   "  
	-	standard_name=hg_11352.1
chr4	+	    transcript_id       "STRG.5409.3   "  
	+	standard_name=p3|p2|p50@RBPJ%3Bhg_47175.1
chr2	+	    transcript_id       "STRG.3428.1   "  
	+	standard_name=hg_23798.1%3Bhg_23799.1
chr1	-	    transcript_id       "STRG.14.2   "  
	-	standard_name=p1@NOC2L
chr10	+	    transcript_id       "STRG.12139.2   "  
	+	standard_name=p1@VDAC2
chr17	+	    transcript_id       "STRG.19394.3   "  
	+	standard_name=p1@LRRC45
chr17	+	    transcript_id       "STRG.19394.4   "  
	+	standard_name=p1@LRRC45
chr14	+	    transcript_id       "STRG.15463.5   "  
	+	standard_name=hg_139022.1%3Bhg_139023.1%3Bhg_139024.1
chr14	+	    transcript_id       "STRG.15463.1   "  
	+	standard_name=hg_139022.1%3Bhg_139023.1%3Bhg_139024.1
chr15	+	    transcript_id       "STRG.16318.4   "  
	+	standard_name=p5|p1|p2|p10@CCNDBP1
chr16	-	    transcript_id       "STRG.17001.4   "  
	-	standard_name=p5|p1@MRPS34
chr1	+	    transcript_id       "STRG.890.1   "  
	+	standard_name=p4|p2|p1|p3@NEXN
chr19	-	    transcript_id       "STRG.20500.1   "  
	-	standard_name=p1@PRX
chr17	+	    transcript_id       "STRG.18212.4   "  
	+	standard_name=p1@PFAS
chr19	-	    transcript_id       "STRG.20684.7   "  
	-	standard_name=p1@MEIS3
chr19	-	    transcript_id       "STRG.20684.6   "  
	-	standard_name=p1@MEIS3
chr19	-	    transcript_id       "STRG.20684.5   "  
	-	standard_name=p1@MEIS3
chr19	-	    transcript_id       "STRG.20561.1   "  
	-	standard_name=p5|p4|p3|p1|p2@PHLDB3
chr1	-	    transcript_id       "STRG.1617.1   "  
	-	standard_name=p2@RGS5
chr3	-	    transcript_id       "STRG.5010.3   "  
	-	standard_name=p9|p1|p3@PLD1
chr3	-	    transcript_id       "STRG.5010.4   "  
	-	standard_name=p9|p1|p3@PLD1
chr1	+	    transcript_id       "STRG.1127.1   "  
	+	standard_name=p1@HIPK1
chr9	+	    transcript_id       "STRG.11195.2   "  
	+	standard_name=p1|p2@AKAP2
chr11	-	    transcript_id       "STRG.12858.2   "  
	-	standard_name=p9|p11|p6@USH1C
chr15	-	    transcript_id       "STRG.16351.4   "  
	-	standard_name=p2|p1@SPG11
chr12	+	    transcript_id       "STRG.14723.3   "  
	+	standard_name=p1@ALDH2
chr11	+	    transcript_id       "STRG.13074.2   "  
	+	standard_name=p3@TMEM216
chr11	+	    transcript_id       "STRG.13074.3   "  
	+	standard_name=p3@TMEM216
chr22	+	    transcript_id       "STRG.22391.26   "  
	+	standard_name=p1@SGSM3
chr22	+	    transcript_id       "STRG.22391.35   "  
	+	standard_name=p1@SGSM3
chr17	-	    transcript_id       "STRG.18027.2   "  
	-	standard_name=p1|p4|p2|p3@MIR22HG
chr6	-	    transcript_id       "STRG.7648.8   "  
	-	standard_name=p8|p5|p1|p12|p4|p3|p2|p6@DXO
chr11	-	    transcript_id       "STRG.13761.2   "  
	-	standard_name=p1@RPUSD4
chr7	+	    transcript_id       "STRG.9212.3   "  
	+	standard_name=p2|p1@STAG3L5P%3Bp3@STAG3L5P-PVRIG2P-PILRB
chr7	+	    transcript_id       "STRG.9212.2   "  
	+	standard_name=p2|p1@STAG3L5P%3Bp3@STAG3L5P-PVRIG2P-PILRB
chr7	+	    transcript_id       "STRG.9212.1   "  
	+	standard_name=p2|p1@STAG3L5P%3Bp3@STAG3L5P-PVRIG2P-PILRB
chr2	-	    transcript_id       "STRG.3434.1   "  
	-	standard_name=p3|p10@CHN1
chr22	-	    transcript_id       "STRG.22320.1   "  
	-	standard_name=hg_194069.1
chr1	+	    transcript_id       "STRG.1681.6   "  
	+	standard_name=p7|p2|p3|p1|p5@SUCO
chr1	-	    transcript_id       "STRG.1849.1   "  
	-	standard_name=hg_16911.1
chr1	-	    transcript_id       "STRG.1849.2   "  
	-	standard_name=hg_16911.1
chr3	-	    transcript_id       "STRG.4108.1   "  
	-	standard_name=hg_41623.1%3Bhg_41624.1
chr10	-	    transcript_id       "STRG.12326.3   "  
	-	standard_name=p1|p2@PYROXD2
chr10	-	    transcript_id       "STRG.12326.2   "  
	-	standard_name=p1|p2@PYROXD2
chr5	+	    transcript_id       "STRG.6507.4   "  
	+	standard_name=p5|p1|p3@TNPO1
chr15	-	    transcript_id       "STRG.16611.6   "  
	-	standard_name=p2|p1@ADPGK
chr5	-	    transcript_id       "STRG.6300.1   "  
	-	standard_name=p7@OXCT1
chr15	+	    transcript_id       "STRG.16145.1   "  
	+	standard_name=p1@HERC2P9
chr11	+	    transcript_id       "STRG.13310.5   "  
	+	standard_name=p2|p1|p3@SSH3
chr11	+	    transcript_id       "STRG.13310.4   "  
	+	standard_name=p2|p1|p3@SSH3
chr10	-	    transcript_id       "STRG.11704.1   "  
	-	standard_name=hg_108079.1
chr8	-	    transcript_id       "STRG.10289.1   "  
	-	standard_name=p2|p1|p3|p4@ZFPM2-AS1
chr8	-	    transcript_id       "STRG.10289.2   "  
	-	standard_name=p2|p1|p3|p4@ZFPM2-AS1
chr7	-	    transcript_id       "STRG.9448.2   "  
	-	standard_name=p1@MKLN1-AS
chr9	+	    transcript_id       "STRG.10793.2   "  
	+	standard_name=p1|p3@RGP1
chr1	+	    transcript_id       "STRG.1072.3   "  
	+	standard_name=p1|p2|p3@RBM15
chr7	-	    transcript_id       "STRG.9412.3   "  
	-	standard_name=p1@ZC3HC1
chr16	+	    transcript_id       "STRG.17944.16   "  
	+	standard_name=p1@CDK10
chr16	+	    transcript_id       "STRG.17944.13   "  
	+	standard_name=p1@CDK10
chr16	+	    transcript_id       "STRG.17944.12   "  
	+	standard_name=p1@CDK10
chr16	+	    transcript_id       "STRG.17944.14   "  
	+	standard_name=p1@CDK10
chr16	+	    transcript_id       "STRG.17944.17   "  
	+	standard_name=p1@CDK10
chr16	+	    transcript_id       "STRG.17944.15   "  
	+	standard_name=p1@CDK10
chr17	+	    transcript_id       "STRG.19256.4   "  
	+	standard_name=p1|p4|p3|p2@SNHG16
chr17	+	    transcript_id       "STRG.19256.1   "  
	+	standard_name=p1|p4|p3|p2@SNHG16
chr7	-	    transcript_id       "STRG.9606.2   "  
	-	standard_name=p2|p1|p3@CDK5
chr7	-	    transcript_id       "STRG.9606.1   "  
	-	standard_name=p2|p1|p3@CDK5
chr19	-	    transcript_id       "STRG.20447.2   "  
	-	standard_name=p1@SARS2
chr4	-	    transcript_id       "STRG.5593.2   "  
	-	standard_name=p12|p3|p5@ANKRD17
chr9	-	    transcript_id       "STRG.11295.3   "  
	-	standard_name=p1@DENND1A
chrX	-	    transcript_id       "STRG.23262.3   "  
	-	standard_name=p1|p4|p2@RBMX
chr1	-	    transcript_id       "STRG.117.4   "  
	-	standard_name=p2|p1@WRAP73
chr8	+	    transcript_id       "STRG.9705.1   "  
	+	standard_name=p1@FAM86B3P
chr14	+	    transcript_id       "STRG.15418.2   "  
	+	standard_name=p1@OXA1L
chr8	+	    transcript_id       "STRG.9756.1   "  
	+	standard_name=p2|p1@PDGFRL
chr17	-	    transcript_id       "STRG.19021.4   "  
	-	standard_name=p1@MKS1
chr2	-	    transcript_id       "STRG.2720.18   "  
	-	standard_name=p1@C2orf42%3Bp5|p6|p7|p2|p3|p4@TIA1
chr2	-	    transcript_id       "STRG.2720.31   "  
	-	standard_name=p1@C2orf42%3Bp5|p6|p7|p2|p3|p4@TIA1
chr2	+	    transcript_id       "STRG.2473.11   "  
	+	standard_name=p1|p3|p2@NDUFAF7
chr2	-	    transcript_id       "STRG.2729.2   "  
	-	standard_name=p2|p1@TEX261
chr19	+	    transcript_id       "STRG.20372.14   "  
	+	standard_name=p2|p1|p3@PROSER3
chr19	+	    transcript_id       "STRG.20372.12   "  
	+	standard_name=p2|p1|p3@PROSER3
chr19	+	    transcript_id       "STRG.20372.10   "  
	+	standard_name=p2|p1|p3@PROSER3
chr19	+	    transcript_id       "STRG.20372.9   "  
	+	standard_name=p2|p1|p3@PROSER3
chr1	-	    transcript_id       "STRG.1849.3   "  
	-	standard_name=hg_16887.1%3Bhg_16888.1%3Bhg_16889.1
chr22	-	    transcript_id       "STRG.22306.2   "  
	-	standard_name=p1@TST
chr4	+	    transcript_id       "STRG.5228.10   "  
	+	standard_name=p1|p2@PIGG
chr17	-	    transcript_id       "STRG.19022.5   "  
	-	standard_name=p3|p1@VEZF1
chr16	+	    transcript_id       "STRG.17073.10   "  
	+	standard_name=p2|p1@FLYWCH1
chr16	+	    transcript_id       "STRG.17073.5   "  
	+	standard_name=p2|p1@FLYWCH1
chr19	+	    transcript_id       "STRG.19963.1   "  
	+	standard_name=hg_173524.1%3Bhg_173525.1
chr10	-	    transcript_id       "STRG.12546.5   "  
	-	standard_name=p1@METTL10
chr5	+	    transcript_id       "STRG.6493.4   "  
	+	standard_name=p2|p1|p3@BDP1
chr8	-	    transcript_id       "STRG.10264.3   "  
	-	standard_name=p8|p10|p19|p1|p2|p3|p5|p13|p11|p7|p9@UBR5
chr17	-	    transcript_id       "STRG.19413.2   "  
	-	standard_name=hg_168991.1%3Bhg_168992.1
chr1	-	    transcript_id       "STRG.603.1   "  
	-	standard_name=p2|p1@TRIT1
chr1	-	    transcript_id       "STRG.603.2   "  
	-	standard_name=p2|p1@TRIT1
chr1	-	    transcript_id       "STRG.603.3   "  
	-	standard_name=p2|p1@TRIT1
chr4	-	    transcript_id       "STRG.5535.3   "  
	-	standard_name=p3|p2|p1@USP46
chr16	+	    transcript_id       "STRG.17218.1   "  
	+	standard_name=p1@NDE1
chr12	-	    transcript_id       "STRG.13867.3   "  
	-	standard_name=p1@NOP2
chr12	-	    transcript_id       "STRG.13867.1   "  
	-	standard_name=p1@NOP2
chr12	-	    transcript_id       "STRG.13867.2   "  
	-	standard_name=p1@NOP2
chr7	-	    transcript_id       "STRG.8928.2   "  
	-	standard_name=p1|p2@PMS2P4
chr12	+	    transcript_id       "STRG.14131.2   "  
	+	standard_name=p1|p8|p3|p17@CNTN1
chr20	+	    transcript_id       "STRG.21342.3   "  
	+	standard_name=p1@PHF20
chr20	+	    transcript_id       "STRG.21342.4   "  
	+	standard_name=p1@PHF20
chr9	+	    transcript_id       "STRG.11099.17   "  
	+	standard_name=hg_97487.1
chr16	-	    transcript_id       "STRG.17457.3   "  
	-	standard_name=p10@DOC2A
chr6	+	    transcript_id       "STRG.7453.6   "  
	+	standard_name=p1|p2|p3|p4@BTN3A1
chr11	+	    transcript_id       "STRG.13554.2   "  
	+	standard_name=p1@ANKRD49
chr11	-	    transcript_id       "STRG.13428.6   "  
	-	standard_name=p4|p7@C2CD3
chr16	-	    transcript_id       "STRG.17695.3   "  
	-	standard_name=p2|p1@RANBP10
chr8	+	    transcript_id       "STRG.9923.1   "  
	+	standard_name=p2|p4|p5|p6|p3@PLEKHA2
chr21	-	    transcript_id       "STRG.21695.6   "  
	-	standard_name=p1|p2@NRIP1
chr7	+	    transcript_id       "STRG.9354.2   "  
	+	standard_name=p2|p1@LSM8
chr7	+	    transcript_id       "STRG.9354.3   "  
	+	standard_name=p2|p1@LSM8
chr7	+	    transcript_id       "STRG.9354.4   "  
	+	standard_name=p2|p1@LSM8
chr19	+	    transcript_id       "STRG.20676.6   "  
	+	standard_name=p2|p3@CCDC9
chr19	+	    transcript_id       "STRG.20676.2   "  
	+	standard_name=p2|p3@CCDC9
chr19	+	    transcript_id       "STRG.20676.3   "  
	+	standard_name=p2|p3@CCDC9
chr10	+	    transcript_id       "STRG.12545.1   "  
	+	standard_name=p1@LHPP
chr12	+	    transcript_id       "STRG.14391.9   "  
	+	standard_name=p3|p1@OS9
chr1	+	    transcript_id       "STRG.827.1   "  
	+	standard_name=p2@EFCAB7
chr5	-	    transcript_id       "STRG.6610.10   "  
	-	standard_name=p1@TMEM161B
chr11	+	    transcript_id       "STRG.12685.7   "  
	+	standard_name=p2@PNPLA2
chr14	+	    transcript_id       "STRG.15797.7   "  
	+	standard_name=p3|p1|p2|p21@RBM25
chr14	+	    transcript_id       "STRG.15797.6   "  
	+	standard_name=p3|p1|p2|p21@RBM25
chr14	+	    transcript_id       "STRG.15797.5   "  
	+	standard_name=p3|p1|p2|p21@RBM25
chr1	+	    transcript_id       "STRG.1632.3   "  
	+	standard_name=p2|p1@POGK
chr19	-	    transcript_id       "STRG.20929.5   "  
	-	standard_name=p1@ZSCAN5A
chr3	-	    transcript_id       "STRG.4643.6   "  
	-	standard_name=p1@IQCB1
chr19	-	    transcript_id       "STRG.20794.4   "  
	-	standard_name=p2|p3@AKT1S1
chr7	-	    transcript_id       "STRG.9366.2   "  
	-	standard_name=p7|p1|p8@ZNF800
chr6	-	    transcript_id       "STRG.7416.4   "  
	-	standard_name=p1|p3|p4|p8@C6orf62
chr15	+	    transcript_id       "STRG.16801.7   "  
	+	standard_name=p2|p1@MRPS11
chr3	-	    transcript_id       "STRG.4695.13   "  
	-	standard_name=p6@TPRA1
chr3	-	    transcript_id       "STRG.4695.10   "  
	-	standard_name=p6@TPRA1
chr3	-	    transcript_id       "STRG.4695.11   "  
	-	standard_name=p6@TPRA1
chr14	+	    transcript_id       "STRG.15546.1   "  
	+	standard_name=p1@PAX9
chr17	-	    transcript_id       "STRG.19234.3   "  
	-	standard_name=p3|p5|p1|p4@TRIM47
chr7	-	    transcript_id       "STRG.8467.8   "  
	-	standard_name=p5@BRAT1
chr15	+	    transcript_id       "STRG.16404.2   "  
	+	standard_name=p1@GABPB1-AS1
chr2	-	    transcript_id       "STRG.3280.1   "  
	-	standard_name=hg_30834.1
chr13	-	    transcript_id       "STRG.15228.1   "  
	-	standard_name=p4|p1@ABCC4
chr9	-	    transcript_id       "STRG.11360.17   "  
	-	standard_name=p1@CIZ1
chr9	-	    transcript_id       "STRG.11360.16   "  
	-	standard_name=p1@CIZ1
chr5	-	    transcript_id       "STRG.6974.2   "  
	-	standard_name=p1|p2|p8|p9@CSNK1A1
chr1	-	    transcript_id       "STRG.1755.3   "  
	-	standard_name=p19|p1|p3@IVNS1ABP
chr1	-	    transcript_id       "STRG.1755.4   "  
	-	standard_name=p19|p1|p3@IVNS1ABP
chr17	-	    transcript_id       "STRG.18614.2   "  
	-	standard_name=p3@SRCIN1
chr12	+	    transcript_id       "STRG.14090.2   "  
	+	standard_name=p12|p1|p4@LINC00941
chr17	-	    transcript_id       "STRG.18138.2   "  
	-	standard_name=p2|p1@ALOX12-AS1
chr15	+	    transcript_id       "STRG.16894.1   "  
	+	standard_name=p11|p12@ALDH1A3%3Bhg_148924.1
chr16	-	    transcript_id       "STRG.17486.1   "  
	-	standard_name=hg_157046.1%3Bhg_157047.1
chr9	-	    transcript_id       "STRG.11596.2   "  
	-	standard_name=p3|p1@ARRDC1-AS1
chr16	+	    transcript_id       "STRG.17200.1   "  
	+	standard_name=p1@SNX29
chr9	+	    transcript_id       "STRG.10603.1   "  
	+	standard_name=hg_96000.1%3Bhg_96001.1
chr14	-	    transcript_id       "STRG.15644.2   "  
	-	standard_name=p4|p1@WDHD1
chr14	-	    transcript_id       "STRG.15644.1   "  
	-	standard_name=p4|p1@WDHD1
chr10	-	    transcript_id       "STRG.12495.1   "  
	-	standard_name=p1|p3@PDZD8
chr14	-	    transcript_id       "STRG.15602.2   "  
	-	standard_name=p3|p1|p2|p6|p5@MAP4K5
chr3	+	    transcript_id       "STRG.4261.5   "  
	+	standard_name=p3|p1|p2@WDR6
chr20	-	    transcript_id       "STRG.21411.3   "  
	-	standard_name=p6|p9|p3|p7|p4|p5|p2|p1@OSER1
chr14	+	    transcript_id       "STRG.15569.1   "  
	+	standard_name=p2|p1|p3@FANCM
chr14	+	    transcript_id       "STRG.15569.2   "  
	+	standard_name=p2|p1|p3@FANCM
