chr1	1065635	1068554	-	105378948	LOC105378948
chr1	1070967	1074306	-	401934	RNF223
chr1	1081811	1116361	-	54991	C1orf159
chr1	1137017	1144056	+	254099	LINC01342
chr1	1167104	1167198	+	406984	MIR200B
chr1	1167863	1167952	+	406983	MIR200A
chr1	1169005	1169087	+	554210	MIR429
chr1	1173055	1179648	-	100506376	TTLL10-AS1
chr1	1173709	1197936	+	254173	TTLL10
chr1	1203508	1207901	-	8784	TNFRSF18
chr1	1211326	1216812	-	7293	TNFRSF4
chr1	1216908	1232067	-	51150	SDF4
chr1	1232237	1235041	+	126792	B3GALT6
chr1	1242446	1247218	-	388581	C1QTNF12
chr1	1253912	1273854	-	118424	UBE2J2
chr1	1274002	1279447	+	101928895	LINC01786
chr1	1280436	1292029	+	6339	SCNN1D
chr1	1292384	1307930	-	116983	ACAP3
chr1	1296110	1296170	-	102465434	MIR6726
chr1	1304729	1304812	-	109623456	SNORD167
chr1	1308563	1311677	+	126789	PUSL1
chr1	1311585	1324687	-	54973	INTS11
chr1	1312502	1312566	-	102465435	MIR6727
chr1	1324757	1328896	+	80772	CPTP
chr1	1331280	1335320	+	83756	TAS1R3
chr1	1335278	1349418	-	1855	DVL1
chr1	1339650	1339708	-	102466740	MIR6808
chr1	1352689	1363541	-	54587	MXRA8
chr1	1373730	1375516	-	54998	AURKAIP1
chr1	1378640	1379084	+	107075246	NDUFB4P8
chr1	1385711	1399342	-	81669	CCNL2
chr1	1399530	1402046	+	148413	MRPL20-AS1
chr1	1401909	1407313	-	55052	MRPL20
chr1	1405460	1405752	-	107074708	RN7SL657P
chr1	1412295	1416247	-	107984868	LOC107984868
chr1	1418420	1422471	-	441869	ANKRD65
chr1	1420245	1423287	+	105378585	LOC105378585
chr1	1426128	1427787	+	643965	TMEM88B
chr1	1430157	1434573	-	102724312	LINC01770
chr1	1433233	1435626	+	107985729	LOC107985729
chr1	1435523	1442882	+	64856	VWA1
chr1	1449689	1470158	+	219293	ATAD3C
chr1	1471732	1509466	+	83858	ATAD3B
chr1	1512143	1534687	+	55210	ATAD3A
chr1	1534778	1540624	-	339453	TMEM240
chr1	1541673	1574863	-	29101	SSU72
chr1	1598012	1600135	-	643988	FNDC10
chr1	1599433	1607210	+	105378586	LOC105378586
chr1	1613730	1630610	+	142678	MIB2
chr1	1631681	1635638	+	8510	MMP23B
chr1	1635226	1659619	-	984	CDK11B
chr1	1659798	1692804	-	728661	SLC35E2B
chr1	1673283	1674435	+	100288379	LOC100288379
chr1	1699939	1701808	+	8511	MMP23A
chr1	1702379	1724565	-	728642	CDK11A
chr1	1724838	1745999	-	9906	SLC35E2A
chr1	1735819	1737291	+	100129381	LOC100129381
chr1	1745725	1751773	+	112268218	LOC112268218
chr1	1751232	1780509	-	65220	NADK
chr1	1785285	1891117	-	2782	GNB1
chr1	1891057	1892722	+	105378949	LOC105378949
chr1	1913751	1917296	+	163688	CALML6
chr1	1917591	1919279	-	339456	TMEM52
chr1	1921957	2003837	-	85452	CFAP74
chr1	1955857	1958986	+	107984872	LOC107984872
chr1	2013211	2018138	-	105378589	LOC105378589
chr1	2019345	2030758	+	2563	GABRD
chr1	2034986	2047447	-	105378590	LOC105378590
chr1	2049201	2050070	-	105378591	LOC105378591
chr1	2050411	2185399	+	5590	PRKCZ
chr1	2181794	2183875	-	100506504	PRKCZ-AS1
chr1	2184457	2212720	-	199990	FAAP20
chr1	2189788	2192458	+	112268219	LOC112268219
chr1	2207013	2208854	+	105378593	LOC105378593
chr1	2207597	2215192	-	105378592	LOC105378592
chr1	2228319	2310213	+	6497	SKI
chr1	2319202	2391751	-	79906	MORN1
chr1	2350414	2352661	-	100129534	LOC100129534
chr1	2391292	2405436	+	11079	RER1
chr1	2404802	2412574	-	5192	PEX10
chr1	2412481	2505532	+	9651	PLCH2
chr1	2508531	2526622	-	55229	PANK4
chr1	2528745	2530554	-	388585	HES5
chr1	2549920	2557011	-	115110	TNFRSF14-AS1
chr1	2556365	2565622	+	8764	TNFRSF14
chr1	2566535	2584534	+	100996583	LOC100996583
chr1	2586460	2591469	+	127281	PRXL2B
chr1	2590639	2633042	-	79258	MMEL1
chr1	2633111	2636620	+	105378597	LOC105378597
chr1	2636988	2800868	-	100287898	TTC34
chr1	2700540	2702756	-	105378603	LOC105378603
chr1	2701377	2702276	+	105378602	LOC105378602
chr1	2762488	2763387	+	105378601	LOC105378601
chr1	2763419	2767518	+	112268220	LOC112268220
chr1	2764564	2765629	+	107985732	LOC107985732
chr1	2766073	2766972	+	105378600	LOC105378600
chr1	2767822	2784745	+	105378598	LOC105378598
chr1	2771826	2772891	+	107984904	LOC107984904
chr1	2773495	2774394	+	105378599	LOC105378599
chr1	3021482	3022903	+	140625	ACTRT2
chr1	3059617	3067725	-	440556	LINC00982
chr1	3068227	3438621	+	63976	PRDM16
chr1	3069658	3070697	+	100420339	LOC100420339
chr1	3127975	3128035	+	100422968	MIR4251
chr1	3159009	3167597	-	105378606	LOC105378606
chr1	3191945	3195519	+	107984909	LOC107984909
chr1	3210740	3214473	-	105378605	LOC105378605
chr1	3306636	3327974	-	105378604	LOC105378604
chr1	3454589	3481115	+	27237	ARHGEF16
chr1	3487951	3624770	-	1953	MEGF6
chr1	3546965	3550776	+	105378608	LOC105378608
chr1	3560695	3560790	-	693135	MIR551A
chr1	3602895	3607681	+	105378607	LOC105378607
chr1	3625015	3630127	+	127262	TPRG1L
chr1	3630767	3650103	-	49856	WRAP73
chr1	3652516	3736201	+	7161	TP73
chr1	3658430	3665413	-	105378610	LOC105378610
chr1	3674874	3677639	-	105378609	LOC105378609
chr1	3735984	3747373	-	57212	TP73-AS1
chr1	3752398	3771645	+	148870	CCDC27
chr1	3772761	3775982	+	388588	SMIM1
chr1	3778559	3796498	-	57470	LRRC47
chr1	3782815	3783111	+	106481079	RN7SL574P
chr1	3812086	3857233	-	9731	CEP104
chr1	3857267	3885429	+	1677	DFFB
chr1	3885495	3888787	-	107984910	LOC107984910
chr1	3889133	3900293	-	339448	C1orf174
chr1	3900404	3915447	+	100133612	LINC01134
chr1	3940612	3952583	+	728716	LINC01346
chr1	3947149	3948980	-	105376672	LINC01345
chr1	3972916	4011584	+	105376673	LOC105376673
chr1	4175463	4175899	-	644357	EEF1DP6
chr1	4412051	4424684	+	284661	LINC01777
chr1	4432146	4443634	+	105376674	LOC105376674
chr1	4571487	4583706	+	105376679	LINC01646
chr1	4603688	4617555	+	107985376	LOC107985376
chr1	4654775	4792518	+	55966	AJAP1
chr1	4973391	4983958	+	105376680	LOC105376680
chr1	4997369	5004349	+	102724429	LOC102724429
chr1	5090580	5098548	-	105376681	LOC105376681
chr1	5131856	5135311	+	105376682	LOC105376682
chr1	5470329	5481317	-	107984911	LOC107984911
chr1	5490842	5494668	-	105376686	LOC105376686
chr1	5862672	5862741	-	100616421	MIR4689
chr1	5862808	5992473	-	261734	NPHP4
chr1	5992298	6101193	+	8514	KCNAB2
chr1	6101787	6180321	-	26038	CHD5
chr1	6113471	6114989	-	112268285	LOC112268285
chr1	6131763	6132692	+	105376687	LOC105376687
chr1	6185020	6199595	-	6146	RPL22
chr1	6200492	6209339	-	107985733	LOC107985733
chr1	6204840	6205780	-	102724450	LOC102724450
chr1	6206004	6221299	+	388591	RNF207
chr1	6221193	6235964	-	23463	ICMT
chr1	6236240	6239444	+	148645	LINC00337
chr1	6244192	6245578	+	390992	HES3
chr1	6247353	6261098	-	387509	GPR153
chr1	6264272	6393766	-	11332	ACOT7
chr1	6415232	6419919	-	54626	HES2
chr1	6424776	6461367	+	83715	ESPN
chr1	6429834	6429896	-	100422975	MIR4252
chr1	6461151	6466195	-	8718	TNFRSF25
chr1	6466092	6520061	-	57449	PLEKHG5
chr1	6521347	6554535	-	79707	NOL9
chr1	6540854	6540964	+	106481411	RNU6-731P
chr1	6555278	6579757	+	80835	TAS1R1
chr1	6567548	6579433	-	107984912	LOC107984912
chr1	6579991	6589280	+	3104	ZBTB48
chr1	6590724	6602898	-	9903	KLHL21
chr1	6603447	6613461	-	107984913	LOC107984913
chr1	6613731	6624030	+	148479	PHF13
chr1	6624616	6635586	+	90326	THAP3
chr1	6634168	6701833	-	55735	DNAJC11
chr1	6724745	6730012	+	100505887	LINC01672
chr1	6783892	6784980	-	110841581	CAMTA1-DT
chr1	6785324	7769706	+	23261	CAMTA1
chr1	6834282	6834637	-	100270828	RPL37P9
chr1	7219360	7219524	+	106481604	RNU1-8P
chr1	7235640	7240139	-	105376692	LOC105376692
chr1	7382487	7389754	-	102725193	LOC102725193
chr1	7440567	7442144	-	101928836	LOC101928836
chr1	7503370	7508625	+	105376691	LOC105376691
chr1	7693159	7704032	-	105376689	LOC105376689
chr1	7771275	7781432	+	9341	VAMP3
chr1	7784285	7845181	+	8863	PER3
chr1	7846345	7913615	-	10911	UTS2
chr1	7915871	7943165	-	3604	TNFRSF9
chr1	7930279	7930348	-	103482530	TRUND-NNN4-1
chr1	7961654	7985505	+	11315	PARK7
chr1	8011725	8026309	-	54206	ERRFI1
chr1	8057181	8058487	-	390993	RPL7AP18
chr1	8129155	8147644	-	107984915	LOC107984915
chr1	8189826	8192773	+	100129776	LOC100129776
chr1	8206434	8206597	-	106481952	RNU1-7P
chr1	8208672	8215210	+	102724539	LINC01714
chr1	8240090	8248644	+	105376695	LOC105376695
chr1	8292157	8292263	-	106480004	RNU6-991P
chr1	8318085	8344167	+	50651	SLC45A1
chr1	8352404	8826226	-	473	RERE
chr1	8424645	8435016	+	102724552	RERE-AS1
chr1	8494800	8494913	-	106632271	SNORD128
chr1	8750410	8751091	+	100270823	RPL7P11
chr1	8786129	8786951	-	644896	RPL7P7
chr1	8798438	8799557	+	100128662	RPL27P3
chr1	8831113	8831432	+	100131143	RPL23AP19
chr1	8861000	8878686	-	2023	ENO1
chr1	8866502	8866590	-	102465436	MIR6728
chr1	8878835	8879885	+	100505975	ENO1-AS1
chr1	8883427	8883533	-	106481275	RNU6-304P
chr1	8893411	8894603	+	100113373	HMGN2P17
chr1	8905607	8927330	-	112268261	LOC112268261
chr1	8945834	8975092	+	765	CA6
chr1	8979576	8979874	-	106480377	RN7SL451P
chr1	8992534	9026384	-	155184	SLC2A7
chr1	9036946	9072227	-	6518	SLC2A5
chr1	9100305	9129124	-	80045	GPR157
chr1	9100305	9102986	-	107984916	LOC107984916
chr1	9148011	9182338	-	106614088	MIR34AHG
chr1	9151668	9151777	-	407040	MIR34A
chr1	9182204	9192086	+	102724571	LNCTAM34A
chr1	9234767	9271337	+	9563	H6PD
chr1	9292894	9369532	+	80176	SPSB1
chr1	9425094	9428996	-	100506022	LINC02606
chr1	9437669	9437778	-	100873279	RNA5SP40
chr1	9539465	9585173	+	84275	SLC25A33
chr1	9576405	9577081	+	642740	RPL9P11
chr1	9588843	9614877	+	199953	TMEM201
chr1	9614641	9622295	+	107985734	LOC107985734
chr1	9628447	9629428	-	105376712	LOC105376712
chr1	9629889	9728925	+	5293	PIK3CD
chr1	9652610	9654586	-	644997	PIK3CD-AS1
chr1	9662288	9662628	-	100270883	RPL26P7
chr1	9672426	9687574	-	101929074	PIK3CD-AS2
chr1	9729021	9824526	-	22883	CLSTN1
chr1	9780822	9781440	+	106480302	MZT1P1
chr1	9848276	9910322	-	56998	CTNNBIP1
chr1	9850773	9855490	+	105376717	LOC105376717
chr1	9922113	9943427	-	84328	LZIC
chr1	9942923	9996884	+	64802	NMNAT1
chr1	9947318	9947562	+	106480915	RN7SKP269
chr1	9950572	9960787	-	113391335	TMEM274P
chr1	9967381	9967458	+	100847055	MIR5697
chr1	9997197	10016021	+	116362	RBP7
chr1	10032958	10181239	+	10277	UBE4B
chr1	10054412	10054781	-	100270877	RPL21P21
chr1	10058673	10059654	+	100420660	PGAM1P11
chr1	10163268	10163374	+	106479932	RNU6-828P
chr1	10210570	10381603	+	23095	KIF1B
chr1	10298966	10299070	+	106478920	RNU6-37P
chr1	10306465	10306757	+	107048981	RN7SL731P
chr1	10357983	10366610	-	105376725	LOC105376725
chr1	10398992	10420511	+	5226	PGD
chr1	10430102	10452003	+	100526739	CENPS-CORT
chr1	10430433	10442815	+	378708	CENPS
chr1	10449719	10452003	+	1325	CORT
chr1	10456522	10472556	-	1676	DFFA
chr1	10474946	10630758	+	5195	PEX14
chr1	10616836	10617115	+	106481089	RN7SL614P
chr1	10636604	10796676	-	54897	CASZ1
chr1	10809018	10815658	-	105376733	LOC105376733
chr1	10895761	10895998	+	106480259	HSPE1P24
chr1	10913618	10918697	-	105376735	LOC105376735
chr1	10946473	10982037	-	148345	C1orf127
chr1	10989810	10991829	-	390996	CFL1P6
chr1	11012622	11030528	+	23435	TARDBP
chr1	11026523	11047239	-	10747	MASP2
chr1	11054589	11060053	-	6723	SRM
chr1	11066613	11099910	-	5394	EXOSC10
chr1	11099675	11102105	+	105376736	EXOSC10-AS1
chr1	11106531	11273497	-	2475	MTOR
chr1	11143898	11149538	+	100873935	MTOR-AS1
chr1	11152350	11152413	+	106479804	RNU6-537P
chr1	11189324	11195981	+	10218	ANGPTL7
chr1	11226254	11226360	+	106479696	RNU6-291P
chr1	11232910	11233313	+	100270891	RPL39P6
chr1	11273198	11299572	+	29914	UBIAD1
chr1	11278414	11279275	-	100421341	UBE2V2P3
chr1	11311439	11316855	-	105376737	LOC105376737
chr1	11357945	11364461	+	105376739	LOC105376739
chr1	11371689	11377536	+	105376740	LOC105376740
chr1	11425257	11425821	-	109729120	MTCYBP45
chr1	11479155	11537583	+	57540	DISP3
chr1	11495407	11501633	-	112268221	LOC112268221
chr1	11609531	11613355	+	101929181	LINC01647
chr1	11648387	11654429	-	26232	FBXO2
chr1	11654375	11663327	+	93611	FBXO44
chr1	11664200	11674354	+	26270	FBXO6
chr1	11674480	11691621	-	10459	MAD2L2
chr1	11686635	11725857	+	374946	DRAXIN
chr1	11736085	11750771	+	57085	AGTRAP
chr1	11761379	11762321	-	101060126	LOC101060126
chr1	11762188	11790223	+	284498	C1orf167
chr1	11777077	11779619	-	102724659	LOC102724659
chr1	11785730	11806103	-	4524	MTHFR
chr1	11806096	11843144	+	1185	CLCN6
chr1	11840319	11847616	+	100379251	NPPA-AS1
chr1	11845709	11847783	-	4878	NPPA
chr1	11857464	11858945	-	4879	NPPB
chr1	11877769	11880758	+	390997	LOC390997
chr1	11908154	11908272	+	26829	RNU5E-1
chr1	11909808	11909927	-	100873829	RNU5E-4P
chr1	11919591	11926427	-	90231	KIAA2013
chr1	11934667	11975542	+	5351	PLOD1
chr1	11980181	12013515	+	9927	MFN2
chr1	12019466	12032045	+	60672	MIIP
chr1	12029158	12029222	+	102466982	MIR6729
chr1	12036740	12037014	-	106481100	RN7SL649P
chr1	12063303	12144213	+	943	TNFRSF8
chr1	12077881	12077984	-	106481426	RNU6-777P
chr1	12080250	12080546	-	106480336	RPL23AP89
chr1	12166943	12167038	+	102465836	MIR7846
chr1	12166948	12209222	+	7133	TNFRSF1B
chr1	12191713	12191773	+	100616438	MIR4632
chr1	12214240	12227610	+	107984917	LOC107984917
chr1	12220727	12221101	-	390998	RPL10P17
chr1	12230030	12512047	+	55187	VPS13D
chr1	12507246	12507397	+	677885	SNORA59A
chr1	12525256	12531132	+	105376744	LOC105376744
chr1	12567910	12618210	-	9249	DHRS3
chr1	12569972	12570072	-	106479551	RNU6ATAC18P
chr1	12578957	12579023	-	102466722	MIR6730
chr1	12644547	12667086	+	343066	AADACL4
chr1	12716110	12728760	+	126767	AADACL3
chr1	12746186	12763699	+	93190	C1orf158
chr1	12774848	12777906	+	390999	PRAMEF12
chr1	12791397	12796628	+	65121	PRAMEF1
chr1	12822686	12823223	-	105376745	LINC01784
chr1	12824380	12831410	-	440560	PRAMEF11
chr1	12838470	12841383	-	441870	PRAMEF30P
chr1	12847377	12848756	-	343069	HNRNPCL1
chr1	12857086	12861909	+	65122	PRAMEF2
chr1	12879212	12886201	-	400735	PRAMEF4
chr1	12892896	12898270	-	343071	PRAMEF10
chr1	12916647	12920480	+	441871	PRAMEF7
chr1	12922554	12922659	+	106480037	RNU6-1072P
chr1	12926162	12928882	+	729356	PRAMEF29P
chr1	12938472	12947580	-	440561	PRAMEF6
chr1	13029364	13032130	+	102724742	PRAMEF28P
chr1	13049808	13053659	-	101929983	PRAMEF27
chr1	13061232	13062237	+	649330	HNRNPCL3
chr1	13073678	13078038	+	441873	PRAMEF25
chr1	13094515	13099717	-	649324	PRAMEF34P
chr1	13104375	13105689	-	100419649	PRAMEF35P
chr1	13115488	13116854	-	440563	HNRNPCL2
chr1	13127069	13132274	+	645354	PRAMEF36P
chr1	13148905	13153111	-	645359	PRAMEF26
chr1	13164555	13165482	-	101060301	HNRNPCL4
chr1	13175281	13179132	+	343070	PRAMEF9
chr1	13196188	13201409	-	400736	PRAMEF13
chr1	13222695	13226154	-	391003	PRAMEF18
chr1	13245837	13248814	+	100129611	PRAMEF31P
chr1	13254198	13263435	+	343068	PRAMEF5
chr1	13272907	13275627	-	650236	PRAMEF32P
chr1	13279126	13279231	-	106479907	RNU6-771P
chr1	13281223	13285137	-	391002	PRAMEF8
chr1	13303539	13308907	+	645382	PRAMEF33
chr1	13315581	13322595	+	653619	PRAMEF15
chr1	13341892	13347134	-	729528	PRAMEF14
chr1	13368431	13371947	-	645414	PRAMEF19
chr1	13389632	13392629	+	391004	PRAMEF17
chr1	13410450	13421328	+	645425	PRAMEF20
chr1	13474973	13514003	-	126755	LRRC38
chr1	13486844	13493726	+	102724856	LOC102724856
chr1	13513220	13517054	+	107984918	LOC107984918
chr1	13555001	13555694	+	106481724	BRWD1P1
chr1	13583757	13617957	+	10630	PDPN
chr1	13623126	13642847	+	107984919	LOC107984919
chr1	13623184	13623284	-	100873280	RNA5SP41
chr1	13670194	13674718	+	105378612	LOC105378612
chr1	13687103	13691892	-	105376756	LOC105376756
chr1	13698874	13825079	+	7799	PRDM2
chr1	13893386	15118043	+	23254	KAZN
chr1	14124233	14124335	-	106481579	RNU6-1265P
chr1	14214243	14221488	+	107985467	LOC107985467
chr1	14222028	14254889	-	107985468	LOC107985468
chr1	14348955	14419973	-	105376762	KAZN-AS1
chr1	14691937	14692400	-	494541	TBCAP2
chr1	14801092	14818118	-	105376759	LOC105376759
chr1	14886750	14911575	-	107985469	LOC107985469
chr1	15111815	15152464	-	200197	TMEM51-AS1
chr1	15152418	15220480	+	55092	TMEM51
chr1	15164069	15172153	-	727684	C1orf195
chr1	15191757	15193125	-	100420251	LOC100420251
chr1	15226364	15227243	+	100421184	LOC100421184
chr1	15236560	15400283	+	114827	FHAD1
chr1	15326680	15343883	-	101927417	LOC101927417
chr1	15388358	15413823	-	101927441	LOC101927441
chr1	15409888	15430339	+	79180	EFHD2
chr1	15438442	15449247	+	11330	CTRC
chr1	15456732	15472091	+	63036	CELA2A
chr1	15463533	15467379	-	105376767	LOC105376767
chr1	15476101	15491400	+	51032	CELA2B
chr1	15491401	15524912	-	842	CASP9
chr1	15526694	15571987	+	23341	DNAJC16
chr1	15542166	15542304	+	107397391	SCARNA21B
chr1	15571699	15585051	-	79814	AGMAT
chr1	15604528	15605314	+	645317	CHCHD2P6
chr1	15608078	15608145	-	106479092	RNU7-179P
chr1	15609982	15614946	-	935	CD24P1
chr1	15617458	15669044	+	84301	DDI2
chr1	15659713	15662030	+	6248	RSC1A1
chr1	15681506	15734769	+	23207	PLEKHM2
chr1	15735088	15741392	+	284723	SLC25A34
chr1	15740051	15749890	-	110806303	SLC25A34-AS1
chr1	15742499	15747982	+	388595	TMEM82
chr1	15756170	15786594	+	54751	FBLIM1
chr1	15792727	15793339	+	729500	RPL12P14
chr1	15807162	15807699	-	440567	UQCRHL
chr1	15828212	15828733	+	441876	RPS16P1
chr1	15834215	15848147	-	729614	FLJ37453
chr1	15847707	15940456	+	23013	SPEN
chr1	15939933	15976132	-	7709	ZBTB17
chr1	16004236	16006695	+	149563	SRARP
chr1	16014028	16019594	-	27129	HSPB7
chr1	16021991	16034050	+	1187	CLCNKA
chr1	16034510	16040031	-	440568	LOC440568
chr1	16043736	16057326	+	1188	CLCNKB
chr1	16057769	16073651	-	348487	FAM131C
chr1	16124337	16156109	-	1969	EPHA2
chr1	16154996	16168216	+	101927479	LOC101927479
chr1	16197854	16212700	-	128272	ARHGEF19
chr1	16215438	16227316	-	101927546	ANO7L1
chr1	16231692	16237445	-	79363	CPLANE2
chr1	16241080	16241440	-	645652	MT1XP1
chr1	16246840	16352480	-	54455	FBXO42
chr1	16367030	16398148	+	26099	SZRD1
chr1	16369093	16369551	-	729662	RPL22P3
chr1	16395606	16437842	-	374955	SPATA21
chr1	16440672	16460090	+	55707	NECAP2
chr1	16460948	16468481	+	107984921	LINC01772
chr1	16467436	16492701	-	114819	CROCCP3
chr1	16514122	16514285	-	26871	RNU1-1
chr1	16520585	16520658	-	107985757	TRNAN-GUU
chr1	16533891	16535652	-	100132147	LINC01783
chr1	16534081	16534224	-	106480152	RNU1-6P
chr1	16535279	16535350	-	107985758	TRNAE-UUC
chr1	16545939	16546009	-	7195	TRNAG1
chr1	16547665	16547737	-	100189486	TRG-CCC4-1
chr1	16548651	16551230	-	100421267	LOC100421267
chr1	16553462	16553533	+	101056699	TRK-CTT7-1
chr1	16562427	16613605	-	55672	NBPF1
chr1	16613598	16624540	+	105376794	LOC105376794
chr1	16618256	16630906	-	84809	CROCCP2
chr1	16645574	16650420	+	11209	MST1P2
chr1	16654157	16667145	-	107985736	LOC107985736
chr1	16666785	16666948	-	26869	RNU1-3
chr1	16678271	16678341	-	107985759	TRNAG-CCC
chr1	16683091	16686249	-	280661	EIF1AXP1
chr1	16691218	16720157	-	284729	ESPNP
chr1	16725566	16725638	+	100189500	TRV-CAC13-1
chr1	16727285	16727355	+	100189045	TRG-CCC5-1
chr1	16740516	16740679	+	6060	RNU1-4
chr1	16750235	16750964	+	100421113	CROCCP4
chr1	16754634	16764480	-	11223	MST1L
chr1	16856711	16859284	+	100421279	LOC100421279
chr1	16858949	16859021	-	100500876	MIR3675
chr1	16860198	16860270	+	100189479	TRV-CAC11-2
chr1	16861921	16861991	+	100189298	TRG-CCC1-2
chr1	16871892	16874037	+	112267871	LOC112267871
chr1	16872583	16872654	+	7193	TRE-TTC3-1
chr1	16873708	16873851	+	107105261	RNU1-5P
chr1	16875463	16875536	+	100189183	TRN-GTT13-1
chr1	16887335	16890135	+	107985101	LOC107985101
chr1	16888538	16889666	-	105376805	LOC105376805
chr1	16889677	16889750	+	791226	TRN-GTT4-1
chr1	16895980	16896143	+	26870	RNU1-2
chr1	16914082	16972979	+	9696	CROCC
chr1	16974502	16981586	-	4237	MFAP2
chr1	16976293	16977795	+	105376806	LOC105376806
chr1	16985958	17011972	-	23400	ATP13A2
chr1	17018722	17054170	-	6390	SDHB
chr1	17066761	17119453	-	11240	PADI2
chr1	17135665	17138955	+	105376808	LOC105376808
chr1	17189789	17196387	+	400743	LOC400743
chr1	17205125	17246007	+	29943	PADI1
chr1	17249079	17284233	+	51702	PADI3
chr1	17277889	17277975	+	100616188	MIR3972
chr1	17308195	17364004	+	23569	PADI4
chr1	17372196	17401699	+	353238	PADI6
chr1	17406755	17439677	-	55920	RCC2
chr1	17513442	17697875	+	55160	ARHGEF10L
chr1	17717573	17722353	+	107984028	LOC107984028
chr1	17755333	17827063	+	81569	ACTL8
chr1	18000470	18010489	-	105376809	LOC105376809
chr1	18043754	18052755	+	105376812	LOC105376812
chr1	18065657	18074412	+	101927876	LINC01654
chr1	18107746	18378483	+	84966	IGSF21
chr1	18159959	18176775	-	105376814	IGSF21-AS1
chr1	18480930	18485999	+	127707	KLHDC7A
chr1	18513008	18513395	+	391012	DYNLL1P3
chr1	18630846	18748866	+	5081	PAX7
chr1	18839599	18859661	-	80834	TAS1R2
chr1	18871430	18902799	-	8659	ALDH4A1
chr1	18883202	18883275	-	100616120	MIR4695
chr1	18897071	18897148	-	100302276	MIR1290
chr1	18904280	18956676	-	126917	IFFO2
chr1	18970478	19051428	-	105376815	LOC105376815
chr1	19074508	19214332	-	23352	UBR4
chr1	19210386	19240704	+	101927895	EMC1-AS1
chr1	19215660	19251559	-	23065	EMC1
chr1	19251799	19260128	+	51154	MRTO4
chr1	19259320	19274168	-	246181	AKR7L
chr1	19274229	19289362	-	22977	AKR7A3
chr1	19293247	19295736	-	100506730	LOC100506730
chr1	19302708	19312146	-	8574	AKR7A2
chr1	19305077	19305181	-	106481526	RNU6-1099P
chr1	19312246	19332611	+	54896	PQLC2
chr1	19338773	19485641	-	832	CAPZB
chr1	19424384	19424599	+	106479323	RN7SL277P
chr1	19500221	19531797	+	105376819	LOC105376819
chr1	19509890	19512483	-	105376818	LOC105376818
chr1	19510593	19510733	+	106479570	RNU4-28P
chr1	19512540	19530730	-	105376817	LOC105376817
